[19:51:00] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-1865, y=105, z=320} jb{x=-1865, y=105, z=321}
[19:51:23] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-1835, y=104, z=365} jb{x=-1835, y=104, z=364}
[19:51:39] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-1857, y=102, z=367} jb{x=-1857, y=103, z=368}
[19:51:39] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-1857, y=102, z=367} jb{x=-1857, y=103, z=368}
[19:51:46] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-1854, y=101, z=370} jb{x=-1854, y=101, z=369}
[19:51:56] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-1865, y=105, z=358} jb{x=-1866, y=105, z=359}
[19:51:56] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-1865, y=105, z=358} jb{x=-1866, y=105, z=359}
[19:52:13] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-1846, y=109, z=359} jb{x=-1847, y=109, z=359}
[19:52:13] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-1846, y=109, z=359} jb{x=-1847, y=109, z=359}
[19:52:13] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-1846, y=109, z=359} jb{x=-1847, y=109, z=359}
[19:52:13] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-1846, y=109, z=359} jb{x=-1847, y=109, z=359}
[19:52:13] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-1846, y=109, z=359} jb{x=-1847, y=109, z=359}
[19:52:13] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-1846, y=109, z=359} jb{x=-1847, y=109, z=359}
[19:52:13] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-1846, y=109, z=359} jb{x=-1847, y=109, z=359}
[19:54:00] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-1879, y=103, z=344} jb{x=-1879, y=102, z=343}
[19:54:41] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-1836, y=110, z=357} jb{x=-1836, y=109, z=357}
[19:54:41] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-1835, y=110, z=357} jb{x=-1836, y=109, z=357}
[19:54:41] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-1835, y=110, z=356} jb{x=-1836, y=109, z=357}
[19:54:41] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-1835, y=110, z=355} jb{x=-1836, y=109, z=357}
[19:54:42] [Server thread/INFO]: edinson123pro was burned to a crisp while fighting VICTOR
[19:54:47] [Server thread/INFO]: [edinson123pro: Banned VICTOR: Banned by an operator.]
[19:54:47] [Server thread/INFO]: VICTOR lost connection: You are banned from this server
[19:54:47] [Server thread/INFO]: VICTOR left the game
[19:56:24] [Server thread/INFO]: [Not Secure] <DarkJunior> aqui esta tu espada
[19:56:38] [Server thread/INFO]: [Not Secure] <DarkJunior> aqui esta tu espada
[19:56:39] [Server thread/INFO]: [Not Secure] <DarkJunior> aqui esta tu espada
[19:56:44] [Server thread/INFO]: [Not Secure] <edinson123pro> gg
[19:56:51] [Server thread/INFO]: [Not Secure] <DarkJunior> comprate armor
[19:56:52] [Server thread/INFO]: DarkJunior lost connection: Disconnected
[19:56:52] [Server thread/INFO]: DarkJunior left the game
[19:56:55] [Server thread/INFO]: edinson123pro lost connection: Disconnected
[19:56:55] [Server thread/INFO]: edinson123pro left the game
